 Data acquisition complete.
Iter-snap-sum 8350:   0.1074242896E+08
Iteration 8375: 0.001988383246498415
Iter-snap-sum 8375:   0.1074891693E+08
Iteration 8400: 0.001976147872440492
Iter-snap-sum 8400:   0.1075536258E+08
Iteration 8425: 0.001963987615177132
Iter-snap-sum 8425:   0.1076176617E+08
Iteration 8450: 0.001951902080158163
Iter-snap-sum 8450:   0.1076812799E+08
Iteration 8475: 0.001939890739443229
Iter-snap-sum 8475:   0.1077444830E+08
Iteration 8500: 0.001927953205409949
Iter-snap-sum 8500:   0.1078072739E+08
Iteration 8525: 0.001916088954530437
Iter-snap-sum 8525:   0.1078696553E+08
Iteration 8550: 0.001904297606074579
Iter-snap-sum 8550:   0.1079316298E+08
Iteration 8575: 0.001892578640820375
Iter-snap-sum 8575:   0.1079932002E+08
Iteration 8600: 0.001880931684837606
Iter-snap-sum 8600:   0.1080543690E+08
Iteration 8625: 0.001869356223167529
Iter-snap-sum 8625:   0.1081151390E+08
Iteration 8650: 0.001857851888630080
Iter-snap-sum 8650:   0.1081755127E+08
Iteration 8675: 0.001846418170458719
Iter-snap-sum 8675:   0.1082354927E+08
Iteration 8700: 0.001835054708109851
Iter-snap-sum 8700:   0.1082950818E+08
Iteration 8725: 0.001823760994987822
Iter-snap-sum 8725:   0.1083542823E+08
Iteration 8750: 0.001812536677128662
Iter-snap-sum 8750:   0.1084130970E+08
Iteration 8775: 0.001801381252015233
Iter-snap-sum 8775:   0.1084715282E+08
Iteration 8800: 0.001790294372185031
Iter-snap-sum 8800:   0.1085295786E+08
Iteration 8825: 0.001779275539178116
Iter-snap-sum 8825:   0.1085872507E+08
Iteration 8850: 0.001768324411948186
Iter-snap-sum 8850:   0.1086445469E+08
Iteration 8875: 0.001757440496007234
Iter-snap-sum 8875:   0.1087014697E+08
Iteration 8900: 0.001746623456682528
Iter-snap-sum 8900:   0.1087580215E+08
Iteration 8925: 0.001735872803394045
Iter-snap-sum 8925:   0.1088142049E+08
Iteration 8950: 0.001725188207750250
Iter-snap-sum 8950:   0.1088700221E+08
Iteration 8975: 0.001714569183093317
Iter-snap-sum 8975:   0.1089254758E+08
Iteration 9000: 0.001704015407192117
Iter-snap-sum 9000:   0.1089805681E+08
Iteration 9025: 0.001693526397218648
Iter-snap-sum 9025:   0.1090353015E+08
Iteration 9050: 0.001683101837095080
Iter-snap-sum 9050:   0.1090896784E+08
Iteration 9075: 0.001672741247766396
Iter-snap-sum 9075:   0.1091437011E+08
Iteration 9100: 0.001662444319194378
Iter-snap-sum 9100:   0.1091973719E+08
Iteration 9125: 0.001652210576096991
Iter-snap-sum 9125:   0.1092506931E+08
Iteration 9150: 0.001642039714369048
Iter-snap-sum 9150:   0.1093036671E+08
Iteration 9175: 0.001631931262458863
Iter-snap-sum 9175:   0.1093562960E+08
Iteration 9200: 0.001621884922151651
Iter-snap-sum 9200:   0.1094085823E+08
Iteration 9225: 0.001611900225540808
Iter-snap-sum 9225:   0.1094605281E+08
Iteration 9250: 0.001601976880237999
Iter-snap-sum 9250:   0.1095121356E+08
Iteration 9275: 0.001592114421960389
Iter-snap-sum 9275:   0.1095634071E+08
Iteration 9300: 0.001582312564060828
Iter-snap-sum 9300:   0.1096143449E+08
Iteration 9325: 0.001572570845823407
Iter-snap-sum 9325:   0.1096649510E+08
Iteration 9350: 0.001562888986285316
Iter-snap-sum 9350:   0.1097152276E+08
Iteration 9375: 0.001553266528240727
Iter-snap-sum 9375:   0.1097651770E+08
Iteration 9400: 0.001543703196347224
Iter-snap-sum 9400:   0.1098148013E+08
Iteration 9425: 0.001534198536901954
Iter-snap-sum 9425:   0.1098641025E+08
Iteration 9450: 0.001524752280062103
Iter-snap-sum 9450:   0.1099130829E+08
Iteration 9475: 0.001515363975592265
Iter-snap-sum 9475:   0.1099617445E+08
Iteration 9500: 0.001506033359106596
Iter-snap-sum 9500:   0.1100100894E+08
Iteration 9525: 0.001496759983794504
Iter-snap-sum 9525:   0.1100581198E+08
Iteration 9550: 0.001487543590606322
Iter-snap-sum 9550:   0.1101058375E+08
Iteration 9575: 0.001478383736149169
Iter-snap-sum 9575:   0.1101532448E+08
Iteration 9600: 0.001469280166702447
Iter-snap-sum 9600:   0.1102003437E+08
Iteration 9625: 0.001460232442184406
Iter-snap-sum 9625:   0.1102471361E+08
Iteration 9650: 0.001451240314111146
Iter-snap-sum 9650:   0.1102936241E+08
Iteration 9675: 0.001442303345719154
Iter-snap-sum 9675:   0.1103398096E+08
Iteration 9700: 0.001433421293683068
Iter-snap-sum 9700:   0.1103856948E+08
Iteration 9725: 0.001424593724550505
Iter-snap-sum 9725:   0.1104312814E+08
Iteration 9750: 0.001415820400055168
Iter-snap-sum 9750:   0.1104765715E+08
Iteration 9775: 0.001407100889991852
Iter-snap-sum 9775:   0.1105215671E+08
Iteration 9800: 0.001398434961096484
Iter-snap-sum 9800:   0.1105662700E+08
Iteration 9825: 0.001389822186432355
Iter-snap-sum 9825:   0.1106106822E+08
Iteration 9850: 0.001381262337652345
Iter-snap-sum 9850:   0.1106548056E+08
Iteration 9875: 0.001372754990988767
Iter-snap-sum 9875:   0.1106986420E+08
Iteration 9900: 0.001364299923004353
Iter-snap-sum 9900:   0.1107421934E+08
Iteration 9925: 0.001355896713093330
Iter-snap-sum 9925:   0.1107854617E+08
Iteration 9950: 0.001347545142579065
Iter-snap-sum 9950:   0.1108284486E+08
Iteration 9975: 0.001339244794010597
Iter-snap-sum 9975:   0.1108711560E+08
Iteration 10000: 0.001330995453464823
Iter-snap-sum 10000:   0.1109135857E+08
Iteration 10025: 0.001322796706581642
Iter-snap-sum 10025:   0.1109557397E+08
Iteration 10050: 0.001314648344077796
Iter-snap-sum 10050:   0.1109976196E+08
Iteration 10075: 0.001306549954676939
Iter-snap-sum 10075:   0.1110392273E+08
Iteration 10100: 0.001298501333721447
Iter-snap-sum 10100:   0.1110805645E+08
Iteration 10125: 0.001290502072976096
Iter-snap-sum 10125:   0.1111216331E+08
Iteration 10150: 0.001282551972288104
Iter-snap-sum 10150:   0.1111624347E+08
Iteration 10175: 0.001274650626434948
Iter-snap-sum 10175:   0.1112029712E+08
Iteration 10200: 0.001266797839761580
Iter-snap-sum 10200:   0.1112432442E+08
Iteration 10225: 0.001258993210029757
Iter-snap-sum 10225:   0.1112832555E+08
Iteration 10250: 0.001251236545968482
Iter-snap-sum 10250:   0.1113230068E+08
Iteration 10275: 0.001243527448316684
Iter-snap-sum 10275:   0.1113624998E+08
Iteration 10300: 0.001235865730109253
Iter-snap-sum 10300:   0.1114017362E+08
Iteration 10325: 0.001228250995076507
Iter-snap-sum 10325:   0.1114407177E+08
Iteration 10350: 0.001220683060481065
Iter-snap-sum 10350:   0.1114794460E+08
Iteration 10375: 0.001213161532973572
Iter-snap-sum 10375:   0.1115179226E+08
Iteration 10400: 0.001205686234015957
Iter-snap-sum 10400:   0.1115561493E+08
Iteration 10425: 0.001198256773193407
Iter-snap-sum 10425:   0.1115941276E+08
Iteration 10450: 0.001190872976053470
Iter-snap-sum 10450:   0.1116318593E+08
Iteration 10475: 0.001183534455051927
Iter-snap-sum 10475:   0.1116693458E+08
Iteration 10500: 0.001176241039829051
Iter-snap-sum 10500:   0.1117065889E+08
Iteration 10525: 0.001168992345725428
Iter-snap-sum 10525:   0.1117435901E+08
Iteration 10550: 0.001161788206324843
Iter-snap-sum 10550:   0.1117803510E+08
Iteration 10575: 0.001154628239810052
Iter-snap-sum 10575:   0.1118168732E+08
Iteration 10600: 0.001147512283708352
Iter-snap-sum 10600:   0.1118531581E+08
Iteration 10625: 0.001140439959044670
Iter-snap-sum 10625:   0.1118892075E+08
Iteration 10650: 0.001133411107211657
Iter-snap-sum 10650:   0.1119250228E+08
Iteration 10675: 0.001126425351998250
Iter-snap-sum 10675:   0.1119606055E+08
Iteration 10700: 0.001119482538591399
Iter-snap-sum 10700:   0.1119959572E+08
Iteration 10725: 0.001112582293615105
Iter-snap-sum 10725:   0.1120310793E+08
Iteration 10750: 0.001105724465993774
Iter-snap-sum 10750:   0.1120659735E+08
Iteration 10775: 0.001098908685058575
Iter-snap-sum 10775:   0.1121006411E+08
Iteration 10800: 0.001092134803442946
Iter-snap-sum 10800:   0.1121350837E+08
Iteration 10825: 0.001085402453242068
Iter-snap-sum 10825:   0.1121693026E+08
Iteration 10850: 0.001078711490670514
Iter-snap-sum 10850:   0.1122032995E+08
Iteration 10875: 0.001072061550580372
Iter-snap-sum 10875:   0.1122370757E+08
Iteration 10900: 0.001065452492724717
Iter-snap-sum 10900:   0.1122706327E+08
Iteration 10925: 0.001058883954669909
Iter-snap-sum 10925:   0.1123039718E+08
Iteration 10950: 0.001052355799657789
Iter-snap-sum 10950:   0.1123370946E+08
Iteration 10975: 0.001045867667954781
Iter-snap-sum 10975:   0.1123700024E+08
Iteration 11000: 0.001039419426248855
Iter-snap-sum 11000:   0.1124026967E+08
Iteration 11025: 0.001033010717449656
Iter-snap-sum 11025:   0.1124351788E+08
Iteration 11050: 0.001026641411620233
Iter-snap-sum 11050:   0.1124674502E+08
Iteration 11075: 0.001020311154363185
Iter-snap-sum 11075:   0.1124995121E+08
Iteration 11100: 0.001014019819052692
Iter-snap-sum 11100:   0.1125313660E+08
Iteration 11125: 0.001007767053927466
Iter-snap-sum 11125:   0.1125630133E+08
Iteration 11150: 0.001001552735594657
Iter-snap-sum 11150:   0.1125944552E+08
Iteration 11175: 0.000995376514957513
Iter-snap-sum 11175:   0.1126256931E+08
Iteration 11200: 0.000989238271806414
Iter-snap-sum 11200:   0.1126567284E+08
Iteration 11225: 0.000983137659645195
Iter-snap-sum 11225:   0.1126875623E+08
Iteration 11250: 0.000977074561433255
Iter-snap-sum 11250:   0.1127181963E+08
Iteration 11275: 0.000971048633267912
Iter-snap-sum 11275:   0.1127486315E+08
Iteration 11300: 0.000965059761185216
Iter-snap-sum 11300:   0.1127788693E+08
Iteration 11325: 0.000959107603854648
Iter-snap-sum 11325:   0.1128089110E+08
Iteration 11350: 0.000953192050360485
Iter-snap-sum 11350:   0.1128387578E+08
Iteration 11375: 0.000947312761951480
Iter-snap-sum 11375:   0.1128684111E+08
Iteration 11400: 0.000941469630660663
Iter-snap-sum 11400:   0.1128978720E+08
Iteration 11425: 0.000935662320308950
Iter-snap-sum 11425:   0.1129271419E+08
Iteration 11450: 0.000929890725842597
Iter-snap-sum 11450:   0.1129562220E+08
Iteration 11475: 0.000924154513626263
Iter-snap-sum 11475:   0.1129851136E+08
Iteration 11500: 0.000918453581476797
Iter-snap-sum 11500:   0.1130138177E+08
Iteration 11525: 0.000912787598274178
Iter-snap-sum 11525:   0.1130423358E+08
Iteration 11550: 0.000907156464677428
Iter-snap-sum 11550:   0.1130706690E+08
Iteration 11575: 0.000901559852039213
Iter-snap-sum 11575:   0.1130988184E+08
Iteration 11600: 0.000895997663789672
Iter-snap-sum 11600:   0.1131267854E+08
Iteration 11625: 0.000890469573811004
Iter-snap-sum 11625:   0.1131545710E+08
Iteration 11650: 0.000884975488226303
Iter-snap-sum 11650:   0.1131821765E+08
Iteration 11675: 0.000879515083397564
Iter-snap-sum 11675:   0.1132096031E+08
Iteration 11700: 0.000874088268098205
Iter-snap-sum 11700:   0.1132368519E+08
Iteration 11725: 0.000868694721170016
Iter-snap-sum 11725:   0.1132639240E+08
Iteration 11750: 0.000863334354015421
Iter-snap-sum 11750:   0.1132908207E+08
Iteration 11775: 0.000858006847906267
Iter-snap-sum 11775:   0.1133175431E+08
Iteration 11800: 0.000852712116824250
Iter-snap-sum 11800:   0.1133440922E+08
Iteration 11825: 0.000847449844478376
Iter-snap-sum 11825:   0.1133704693E+08
Iteration 11850: 0.000842219947365663
Iter-snap-sum 11850:   0.1133966754E+08
Iteration 11875: 0.000837022111625174
Iter-snap-sum 11875:   0.1134227117E+08
Iteration 11900: 0.000831856256205299
Iter-snap-sum 11900:   0.1134485793E+08
Iteration 11925: 0.000826722069668051
Iter-snap-sum 11925:   0.1134742793E+08
Iteration 11950: 0.000821619473377666
Iter-snap-sum 11950:   0.1134998127E+08
Iteration 11975: 0.000816548158319108
Iter-snap-sum 11975:   0.1135251807E+08
Iteration 12000: 0.000811508048222720
Iter-snap-sum 12000:   0.1135503843E+08
Iteration 12025: 0.000806498836439573
Iter-snap-sum 12025:   0.1135754246E+08
Iteration 12050: 0.000801520449030590
Iter-snap-sum 12050:   0.1136003026E+08
Iteration 12075: 0.000796572581748478
Iter-snap-sum 12075:   0.1136250195E+08
Iteration 12100: 0.000791655162913685
Iter-snap-sum 12100:   0.1136495763E+08
Iteration 12125: 0.000786767890652129
Iter-snap-sum 12125:   0.1136739740E+08
Iteration 12150: 0.000781910695501153
Iter-snap-sum 12150:   0.1136982136E+08
Iteration 12175: 0.000777083277952784
Iter-snap-sum 12175:   0.1137222962E+08
Iteration 12200: 0.000772285570747044
Iter-snap-sum 12200:   0.1137462228E+08
Iteration 12225: 0.000767517276706542
Iter-snap-sum 12225:   0.1137699945E+08
Iteration 12250: 0.000762778330681613
Iter-snap-sum 12250:   0.1137936121E+08
Iteration 12275: 0.000758068437875181
Iter-snap-sum 12275:   0.1138170768E+08
Iteration 12300: 0.000753387535226580
Iter-snap-sum 12300:   0.1138403896E+08
Iteration 12325: 0.000748735330219574
Iter-snap-sum 12325:   0.1138635513E+08
Iteration 12350: 0.000744111761889599
Iter-snap-sum 12350:   0.1138865630E+08
Iteration 12375: 0.000739516540022578
Iter-snap-sum 12375:   0.1139094258E+08
Iteration 12400: 0.000734949605657675
Iter-snap-sum 12400:   0.1139321404E+08
Iteration 12425: 0.000730410670882975
Iter-snap-sum 12425:   0.1139547080E+08
Iteration 12450: 0.000725899678705844
Iter-snap-sum 12450:   0.1139771294E+08
Iteration 12475: 0.000721416343495207
Iter-snap-sum 12475:   0.1139994057E+08
Iteration 12500: 0.000716960610191109
Iter-snap-sum 12500:   0.1140215377E+08
Iteration 12525: 0.000712532195436211
Iter-snap-sum 12525:   0.1140435265E+08
Iteration 12550: 0.000708131046074811
Iter-snap-sum 12550:   0.1140653728E+08
Iteration 12575: 0.000703756880994888
Iter-snap-sum 12575:   0.1140870778E+08
Iteration 12600: 0.000699409648881044
Iter-snap-sum 12600:   0.1141086422E+08
Iteration 12625: 0.000695089070887889
Iter-snap-sum 12625:   0.1141300670E+08
Iteration 12650: 0.000690795097511909
Iter-snap-sum 12650:   0.1141513531E+08
Iteration 12675: 0.000686527452153030
Iter-snap-sum 12675:   0.1141725014E+08
Iteration 12700: 0.000682286087041462
Iter-snap-sum 12700:   0.1141935128E+08
Iteration 12725: 0.000678070727843760
Iter-snap-sum 12725:   0.1142143883E+08
Iteration 12750: 0.000673881328523862
Iter-snap-sum 12750:   0.1142351286E+08
Iteration 12775: 0.000669717616943899
Iter-snap-sum 12775:   0.1142557346E+08
Iteration 12800: 0.000665579548751793
Iter-snap-sum 12800:   0.1142762073E+08
Iteration 12825: 0.000661466854040782
Iter-snap-sum 12825:   0.1142965475E+08
Iteration 12850: 0.000657379490121457
Iter-snap-sum 12850:   0.1143167561E+08
Iteration 12875: 0.000653317189261315
Iter-snap-sum 12875:   0.1143368338E+08
Iteration 12900: 0.000649279910412304
Iter-snap-sum 12900:   0.1143567817E+08
Iteration 12925: 0.000645267388023285
Iter-snap-sum 12925:   0.1143766004E+08
Iteration 12950: 0.000641279582595189
Iter-snap-sum 12950:   0.1143962909E+08
Iteration 12975: 0.000637316230793772
Iter-snap-sum 12975:   0.1144158540E+08
Iteration 13000: 0.000633377294654736
Iter-snap-sum 13000:   0.1144352905E+08
Iteration 13025: 0.000629462513003887
Iter-snap-sum 13025:   0.1144546013E+08
Iteration 13050: 0.000625571849383277
Iter-snap-sum 13050:   0.1144737871E+08
Iteration 13075: 0.000621705044785870
Iter-snap-sum 13075:   0.1144928487E+08
Iteration 13100: 0.000617862064224539
Iter-snap-sum 13100:   0.1145117871E+08
Iteration 13125: 0.000614042650830982
Iter-snap-sum 13125:   0.1145306029E+08
Iteration 13150: 0.000610246771074685
Iter-snap-sum 13150:   0.1145492970E+08
Iteration 13175: 0.000606474170204763
Iter-snap-sum 13175:   0.1145678701E+08
Iteration 13200: 0.000602724816111788
Iter-snap-sum 13200:   0.1145863231E+08
Iteration 13225: 0.000598998456155186
Iter-snap-sum 13225:   0.1146046568E+08
Iteration 13250: 0.000595295059611090
Iter-snap-sum 13250:   0.1146228718E+08
Iteration 13275: 0.000591614375942129
Iter-snap-sum 13275:   0.1146409691E+08
Iteration 13300: 0.000587956375788679
Iter-snap-sum 13300:   0.1146589492E+08
Iteration 13325: 0.000584320810695260
Iter-snap-sum 13325:   0.1146768131E+08
Iteration 13350: 0.000580707652602541
Iter-snap-sum 13350:   0.1146945614E+08
Iteration 13375: 0.000577116655179566
Iter-snap-sum 13375:   0.1147121950E+08
Iteration 13400: 0.000573547791631768
Iter-snap-sum 13400:   0.1147297145E+08
Iteration 13425: 0.000570000817688765
Iter-snap-sum 13425:   0.1147471207E+08
Iteration 13450: 0.000566475707849179
Iter-snap-sum 13450:   0.1147644143E+08
Iteration 13475: 0.000562972219867675
Iter-snap-sum 13475:   0.1147815961E+08
Iteration 13500: 0.000559490329472112
Iter-snap-sum 13500:   0.1147986668E+08
Iteration 13525: 0.000556029796484836
Iter-snap-sum 13525:   0.1148156271E+08
Iteration 13550: 0.000552590597827418
Iter-snap-sum 13550:   0.1148324778E+08
Iteration 13575: 0.000549172495368566
Iter-snap-sum 13575:   0.1148492194E+08
Iteration 13600: 0.000545775467188037
Iter-snap-sum 13600:   0.1148658529E+08
Iteration 13625: 0.000542399277179584
Iter-snap-sum 13625:   0.1148823788E+08
Iteration 13650: 0.000539043904552727
Iter-snap-sum 13650:   0.1148987978E+08
Iteration 13675: 0.000535709115261795
Iter-snap-sum 13675:   0.1149151107E+08
Iteration 13700: 0.000532394889596333
Iter-snap-sum 13700:   0.1149313181E+08
Iteration 13725: 0.000529100995514398
Iter-snap-sum 13725:   0.1149474207E+08
Iteration 13750: 0.000525827414392666
Iter-snap-sum 13750:   0.1149634193E+08
Iteration 13775: 0.000522573916192925
Iter-snap-sum 13775:   0.1149793144E+08
Iteration 13800: 0.000519340483364772
Iter-snap-sum 13800:   0.1149951068E+08
Iteration 13825: 0.000516126887823987
Iter-snap-sum 13825:   0.1150107971E+08
Iteration 13850: 0.000512933113057557
Iter-snap-sum 13850:   0.1150263859E+08
Iteration 13875: 0.000509758932970783
Iter-snap-sum 13875:   0.1150418740E+08
Iteration 13900: 0.000506604332045413
Iter-snap-sum 13900:   0.1150572620E+08
Iteration 13925: 0.000503469086154951
Iter-snap-sum 13925:   0.1150725505E+08
Iteration 13950: 0.000500353180740376
Iter-snap-sum 13950:   0.1150877403E+08
Iteration 13975: 0.000497256393657608
Iter-snap-sum 13975:   0.1151028318E+08
Iteration 14000: 0.000494178711285542
Iter-snap-sum 14000:   0.1151178258E+08
Iteration 14025: 0.000491119913412774
Iter-snap-sum 14025:   0.1151327229E+08
Iteration 14050: 0.000488079987363221
Iter-snap-sum 14050:   0.1151475238E+08
Iteration 14075: 0.000485058714865261
Iter-snap-sum 14075:   0.1151622290E+08
Iteration 14100: 0.000482056084116778
Iter-snap-sum 14100:   0.1151768391E+08
Iteration 14125: 0.000479071878771720
Iter-snap-sum 14125:   0.1151913549E+08
Iteration 14150: 0.000476106087944572
Iter-snap-sum 14150:   0.1152057768E+08
Iteration 14175: 0.000473158497150905
Iter-snap-sum 14175:   0.1152201056E+08
Iteration 14200: 0.000470229096393382
Iter-snap-sum 14200:   0.1152343418E+08
Iteration 14225: 0.000467317673084722
Iter-snap-sum 14225:   0.1152484860E+08
Iteration 14250: 0.000464424218023396
Iter-snap-sum 14250:   0.1152625388E+08
Iteration 14275: 0.000461548520554800
Iter-snap-sum 14275:   0.1152765008E+08
Iteration 14300: 0.000458690572280318
Iter-snap-sum 14300:   0.1152903726E+08
Iteration 14325: 0.000455850164414073
Iter-snap-sum 14325:   0.1153041548E+08
Iteration 14350: 0.000453027289339047
Iter-snap-sum 14350:   0.1153178480E+08
Iteration 14375: 0.000450221740152301
Iter-snap-sum 14375:   0.1153314527E+08
Iteration 14400: 0.000447433509989992
Iter-snap-sum 14400:   0.1153449695E+08
Iteration 14425: 0.000444662393796591
Iter-snap-sum 14425:   0.1153583990E+08
Iteration 14450: 0.000441908385482748
Iter-snap-sum 14450:   0.1153717418E+08
Iteration 14475: 0.000439171281811923
Iter-snap-sum 14475:   0.1153849983E+08
Iteration 14500: 0.000436451077433730
Iter-snap-sum 14500:   0.1153981692E+08
Iteration 14525: 0.000433747570937726
Iter-snap-sum 14525:   0.1154112551E+08
Iteration 14550: 0.000431060757669854
Iter-snap-sum 14550:   0.1154242564E+08
Iteration 14575: 0.000428390438059978
Iter-snap-sum 14575:   0.1154371738E+08
Iteration 14600: 0.000425736608121952
Iter-snap-sum 14600:   0.1154500077E+08
Iteration 14625: 0.000423099070111732
Iter-snap-sum 14625:   0.1154627588E+08
Iteration 14650: 0.000420477820711085
Iter-snap-sum 14650:   0.1154754275E+08
Iteration 14675: 0.000417872663952323
Iter-snap-sum 14675:   0.1154880144E+08
Iteration 14700: 0.000415283597178018
Iter-snap-sum 14700:   0.1155005199E+08
Iteration 14725: 0.000412710426218155
Iter-snap-sum 14725:   0.1155129448E+08
Iteration 14750: 0.000410153149012160
Iter-snap-sum 14750:   0.1155252894E+08
Iteration 14775: 0.000407611573194799
Iter-snap-sum 14775:   0.1155375543E+08
Iteration 14800: 0.000405085697302354
Iter-snap-sum 14800:   0.1155497400E+08
Iteration 14825: 0.000402575330738841
Iter-snap-sum 14825:   0.1155618470E+08
Iteration 14850: 0.000400080472644504
Iter-snap-sum 14850:   0.1155738758E+08
Iteration 14875: 0.000397600934157083
Iter-snap-sum 14875:   0.1155858270E+08
Iteration 14900: 0.000395136715006572
Iter-snap-sum 14900:   0.1155977009E+08
Iteration 14925: 0.000392687628064436
Iter-snap-sum 14925:   0.1156094983E+08
Iteration 14950: 0.000390253673614893
Iter-snap-sum 14950:   0.1156212194E+08
Iteration 14975: 0.000387834666263132
Iter-snap-sum 14975:   0.1156328649E+08
Iteration 15000: 0.000385430606840487
Iter-snap-sum 15000:   0.1156444352E+08
Iteration 15025: 0.000383041311657450
Iter-snap-sum 15025:   0.1156559309E+08
Iteration 15050: 0.000380666782092476
Iter-snap-sum 15050:   0.1156673523E+08
Iteration 15075: 0.000378306836154252
Iter-snap-sum 15075:   0.1156786999E+08
Iteration 15100: 0.000375961475718611
Iter-snap-sum 15100:   0.1156899744E+08
Iteration 15125: 0.000373630520513757
Iter-snap-sum 15125:   0.1157011760E+08
Iteration 15150: 0.000371313972877374
Iter-snap-sum 15150:   0.1157123053E+08
Iteration 15175: 0.000369011654235862
Iter-snap-sum 15175:   0.1157233628E+08
Iteration 15200: 0.000366723567417182
Iter-snap-sum 15200:   0.1157343489E+08
Iteration 15225: 0.000364449535524614
Iter-snap-sum 15225:   0.1157452641E+08
Iteration 15250: 0.000362189561812443
Iter-snap-sum 15250:   0.1157561089E+08
Iteration 15275: 0.000359943471089252
Iter-snap-sum 15275:   0.1157668837E+08
Iteration 15300: 0.000357711267042760
Iter-snap-sum 15300:   0.1157775889E+08
Iteration 15325: 0.000355492776108690
Iter-snap-sum 15325:   0.1157882250E+08
Iteration 15350: 0.000353288002443719
Iter-snap-sum 15350:   0.1157987925E+08
Iteration 15375: 0.000351096774110715
Iter-snap-sum 15375:   0.1158092918E+08
Iteration 15400: 0.000348919095671363
Iter-snap-sum 15400:   0.1158197233E+08
Iteration 15425: 0.000346754796836990
Iter-snap-sum 15425:   0.1158300876E+08
Iteration 15450: 0.000344603882560079
Iter-snap-sum 15450:   0.1158403849E+08
Iteration 15475: 0.000342466184179102
Iter-snap-sum 15475:   0.1158506158E+08
Iteration 15500: 0.000340341707044445
Iter-snap-sum 15500:   0.1158607806E+08
Iteration 15525: 0.000338230284071983
Iter-snap-sum 15525:   0.1158708799E+08
Iteration 15550: 0.000336131921017113
Iter-snap-sum 15550:   0.1158809140E+08
Iteration 15575: 0.000334046452394432
Iter-snap-sum 15575:   0.1158908834E+08
Iteration 15600: 0.000331973884307502
Iter-snap-sum 15600:   0.1159007884E+08
Iteration 15625: 0.000329914052862534
Iter-snap-sum 15625:   0.1159106296E+08
Iteration 15650: 0.000327866964511259
Iter-snap-sum 15650:   0.1159204072E+08
Iteration 15675: 0.000325832456944397
Iter-snap-sum 15675:   0.1159301218E+08
Iteration 15700: 0.000323810536933422
Iter-snap-sum 15700:   0.1159397737E+08
Iteration 15725: 0.000321801043760672
Iter-snap-sum 15725:   0.1159493633E+08
Iteration 15750: 0.000319803984488942
Iter-snap-sum 15750:   0.1159588910E+08
Iteration 15775: 0.000317819199977976
Iter-snap-sum 15775:   0.1159683573E+08
Iteration 15800: 0.000315846697610311
Iter-snap-sum 15800:   0.1159777625E+08
Iteration 15825: 0.000313886319773360
Iter-snap-sum 15825:   0.1159871071E+08
Iteration 15850: 0.000311938074148088
Iter-snap-sum 15850:   0.1159963913E+08
Iteration 15875: 0.000310001804642468
Iter-snap-sum 15875:   0.1160056157E+08
Iteration 15900: 0.000308077519264316
Iter-snap-sum 15900:   0.1160147806E+08
Iteration 15925: 0.000306165063427954
Iter-snap-sum 15925:   0.1160238863E+08
Iteration 15950: 0.000304264445404101
Iter-snap-sum 15950:   0.1160329334E+08
Iteration 15975: 0.000302375512120534
Iter-snap-sum 15975:   0.1160419220E+08
Iteration 16000: 0.000300498272117977
Iter-snap-sum 16000:   0.1160508527E+08
Iteration 16025: 0.000298632573844770
Iter-snap-sum 16025:   0.1160597258E+08
Iteration 16050: 0.000296778426083222
Iter-snap-sum 16050:   0.1160685417E+08
Iteration 16075: 0.000294935678752495
Iter-snap-sum 16075:   0.1160773007E+08
Iteration 16100: 0.000293104340904904
Iter-snap-sum 16100:   0.1160860032E+08
Iteration 16125: 0.000291284263923330
Iter-snap-sum 16125:   0.1160946496E+08
Iteration 16150: 0.000289475457087462
Iter-snap-sum 16150:   0.1161032403E+08
Iteration 16175: 0.000287677773286532
Iter-snap-sum 16175:   0.1161117755E+08
Iteration 16200: 0.000285891221999179
Iter-snap-sum 16200:   0.1161202557E+08
Iteration 16225: 0.000284115657549933
Iter-snap-sum 16225:   0.1161286812E+08
Iteration 16250: 0.000282351089673227
Iter-snap-sum 16250:   0.1161370524E+08
Iteration 16275: 0.000280597374114677
Iter-snap-sum 16275:   0.1161453696E+08
Iteration 16300: 0.000278854520821881
Iter-snap-sum 16300:   0.1161536331E+08
Iteration 16325: 0.000277122386989959
Iter-snap-sum 16325:   0.1161618434E+08
Iteration 16350: 0.000275400982715723
Iter-snap-sum 16350:   0.1161700008E+08
Iteration 16375: 0.000273690166650908
Iter-snap-sum 16375:   0.1161781055E+08
Iteration 16400: 0.000271989949119700
Iter-snap-sum 16400:   0.1161861580E+08
Iteration 16425: 0.000270300190123862
Iter-snap-sum 16425:   0.1161941586E+08
Iteration 16450: 0.000268620900179428
Iter-snap-sum 16450:   0.1162021076E+08
Iteration 16475: 0.000266951940709248
Iter-snap-sum 16475:   0.1162100053E+08
Iteration 16500: 0.000265293322392779
Iter-snap-sum 16500:   0.1162178522E+08
Iteration 16525: 0.000263644908052640
Iter-snap-sum 16525:   0.1162256484E+08
Iteration 16550: 0.000262006708510398
Iter-snap-sum 16550:   0.1162333944E+08
Iteration 16575: 0.000260378587974230
Iter-snap-sum 16575:   0.1162410904E+08
Iteration 16600: 0.000258760557436233
Iter-snap-sum 16600:   0.1162487369E+08
Iteration 16625: 0.000257152482468825
Iter-snap-sum 16625:   0.1162563340E+08
Iteration 16650: 0.000255554374192002
Iter-snap-sum 16650:   0.1162638822E+08
Iteration 16675: 0.000253966099563740
